Date,Equity_NSE,Bond,Gold
2024-07-04,24302.150390625,56.459999084472656,61.290000915527344
2024-07-05,24323.849609375,56.47999954223633,61.47999954223633
2024-07-08,24320.55078125,56.45000076293945,61.56999969482422
2024-07-09,24433.19921875,56.47999954223633,61.380001068115234
2024-07-10,24324.44921875,56.5099983215332,61.540000915527344
2024-07-11,24315.94921875,56.540000915527344,61.68000030517578
2024-07-12,24502.150390625,56.5,61.88999938964844
2024-07-15,24586.69921875,56.529998779296875,61.91999816894531
2024-07-16,24613.0,56.61000061035156,62.439998626708984
2024-07-18,24800.849609375,56.689998626708984,62.90999984741211
2024-07-19,24530.900390625,56.72999954223633,62.40999984741211
2024-07-22,24509.25,56.66999816894531,62.08000183105469
2024-07-23,24479.05078125,56.70000076293945,60.15999984741211
2024-07-24,24413.5,56.77000045776367,59.599998474121094
2024-07-25,24406.099609375,56.79999923706055,59.369998931884766
2024-07-26,24834.849609375,57.099998474121094,59.9900016784668
2024-07-29,24836.099609375,57.060001373291016,58.779998779296875
2024-07-30,24857.30078125,57.02000045776367,58.349998474121094
2024-07-31,24951.150390625,57.06999969482422,58.68000030517578
2024-08-01,25010.900390625,57.16999816894531,59.09000015258789
2024-08-02,24717.69921875,57.34000015258789,59.66999816894531
2024-08-05,24055.599609375,57.41999816894531,58.7400016784668
2024-08-06,23992.55078125,57.33000183105469,58.619998931884766
2024-08-07,24297.5,57.29999923706055,58.20000076293945
2024-08-08,24117.0,57.349998474121094,58.09000015258789
2024-08-09,24367.5,57.29999923706055,58.65999984741211
2024-08-12,24347.0,57.38999938964844,59.02000045776367
2024-08-13,24139.0,57.33000183105469,59.400001525878906
2024-08-14,24143.75,57.459999084472656,59.61000061035156
2024-08-16,24541.150390625,57.439998626708984,59.470001220703125
2024-08-19,24572.650390625,57.5,60.34000015258789
2024-08-20,24698.849609375,57.540000915527344,60.66999816894531
2024-08-21,24770.19921875,57.5099983215332,60.380001068115234
2024-08-22,24811.5,57.529998779296875,60.45000076293945
2024-08-23,24823.150390625,57.56999969482422,60.25
2024-08-26,25010.599609375,57.4900016784668,60.83000183105469
2024-08-27,25017.75,57.540000915527344,60.54999923706055
2024-08-28,25052.349609375,57.5,60.54999923706055
